ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
9825613,HX475653,10/20/2014 09:57:00 PM,041XX S PULASKI RD,552,ASSAULT,AGGRAVATED PO:KNIFE/CUT INSTR,STREET,FALSE,FALSE,815,8,14,57,04A,,,2014,04/15/2016 11:16:05 AM,,,
10538625,HZ283176,09/16/2014 07:00:00 PM,042XX W HADDON AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,1111,11,37,23,08A,,,2014,05/29/2016 03:49:31 PM,,,
9607056,HX257173,05/11/2014 02:30:00 AM,0000X N LOTUS AVE,550,ASSAULT,AGGRAVATED PO: HANDGUN,SIDEWALK,FALSE,FALSE,1522,15,28,25,04A,1139956,1899668,2014,06/03/2016 03:49:05 PM,41.88078857,-87.76155744,"(41.880788572, -87.761557443)"
9448278,HX101442,01/02/2014 02:00:00 PM,0000X W 79TH ST,560,ASSAULT,SIMPLE,OTHER,FALSE,FALSE,623,6,17,44,08A,1177182,1852624,2014,02/04/2016 06:33:39 AM,41.75093383,-87.62628838,"(41.75093383, -87.626288377)"
9452396,HX105570,01/07/2014 07:15:00 AM,050XX W AINSLIE ST,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,1623,16,45,11,08A,1141955,1932113,2014,02/04/2016 06:33:39 AM,41.96978423,-87.75341144,"(41.96978423, -87.753411444)"
9468539,HX121841,01/20/2014 11:08:00 PM,082XX S STATE ST,560,ASSAULT,SIMPLE,GAS STATION,FALSE,FALSE,631,6,6,44,08A,1177732,1850157,2014,02/04/2016 06:33:39 AM,41.74415167,-87.62434741,"(41.744151668, -87.62434741)"
9490226,HX144265,02/08/2014 06:36:00 PM,004XX N STATE ST,560,ASSAULT,SIMPLE,SIDEWALK,TRUE,FALSE,1831,18,42,8,08A,1176301,1903170,2014,02/04/2016 06:33:39 AM,41.88965625,-87.62799627,"(41.889656251, -87.627996272)"
9498056,HX152656,02/15/2014 08:00:00 PM,028XX N LONG AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,2514,25,31,19,08A,1139879,1918553,2014,02/04/2016 06:33:39 AM,41.93261261,-87.76137781,"(41.932612613, -87.76137781)"
9597902,HX245789,05/02/2014 03:33:00 PM,059XX W NORTH AVE,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,FALSE,FALSE,2531,25,29,25,04A,,,2014,08/17/2015 03:03:40 PM,,,
9539333,HX192710,03/20/2014 09:28:00 PM,024XX W DEVON AVE,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,2412,24,50,2,08A,1159060,1942416,2014,02/04/2016 06:33:39 AM,41.99772116,-87.69023114,"(41.997721162, -87.690231142)"
9543787,HX196888,03/24/2014 12:30:00 PM,019XX E 73RD PL,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,333,3,5,43,08A,1190606,1856624,2014,02/04/2016 06:33:39 AM,41.76159693,-87.57696808,"(41.761596927, -87.57696808)"
9549390,HX201237,03/27/2014 07:33:00 PM,038XX W LAKE ST,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,1122,11,28,26,08A,1150857,1901365,2014,02/04/2016 06:33:39 AM,41.88523905,-87.72148503,"(41.885239053, -87.721485033)"
9553833,HX205810,03/30/2014 06:30:00 PM,007XX E 82ND ST,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,TRUE,631,6,6,44,08A,1182512,1850786,2014,02/04/2016 06:33:39 AM,41.74576831,-87.6068137,"(41.745768306, -87.606813695)"
9558112,HX209589,04/03/2014 04:00:00 PM,046XX N CLIFTON AVE,560,ASSAULT,SIMPLE,OTHER,TRUE,FALSE,1913,19,46,3,08A,1167678,1930890,2014,02/04/2016 06:33:39 AM,41.96591153,-87.65886264,"(41.965911528, -87.65886264)"
9563022,HX214712,04/07/2014 06:36:00 PM,075XX S MAY ST,560,ASSAULT,SIMPLE,SIDEWALK,TRUE,FALSE,612,6,17,71,08A,1169959,1854759,2014,02/04/2016 06:33:39 AM,41.75695239,-87.65269504,"(41.756952385, -87.65269504)"
9563215,HX212757,04/06/2014 03:15:00 AM,020XX N CENTRAL PARK AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,2525,25,26,22,04A,,,2014,08/17/2015 03:03:40 PM,,,
9567684,HX218181,04/10/2014 12:51:00 PM,039XX W HURON ST,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,1112,11,27,23,08A,1150144,1904389,2014,02/04/2016 06:33:39 AM,41.89355115,-87.72402446,"(41.89355115, -87.724024462)"
9569688,HX212090,04/05/2014 03:00:00 PM,068XX N LAKEWOOD AVE,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2431,24,49,1,08A,,,2014,08/17/2015 03:03:40 PM,,,
9571880,HX180184,03/10/2014 12:00:00 PM,0000X W WASHINGTON ST,560,ASSAULT,SIMPLE,GOVERNMENT BUILDING/PROPERTY,FALSE,TRUE,111,1,42,32,08A,,,2014,08/17/2015 03:03:40 PM,,,
9573247,HX222125,04/13/2014 01:10:00 PM,018XX W DIVISION ST,560,ASSAULT,SIMPLE,BAR OR TAVERN,TRUE,FALSE,1424,14,1,24,08A,,,2014,08/17/2015 03:03:40 PM,,,
9573928,HX219884,04/11/2014 05:30:00 PM,059XX S MORGAN ST,560,ASSAULT,SIMPLE,GAS STATION,FALSE,FALSE,712,7,16,68,08A,,,2014,08/17/2015 03:03:40 PM,,,
9574160,HX221669,04/13/2014 02:00:00 AM,080XX S ESCANABA AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,422,4,7,46,08A,,,2014,08/17/2015 03:03:40 PM,,,
9575126,HX220775,04/12/2014 11:15:00 AM,073XX S EXCHANGE AVE,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,NURSING HOME/RETIREMENT HOME,FALSE,FALSE,334,3,7,43,04A,,,2014,08/17/2015 03:03:40 PM,,,
9580492,HX230695,04/20/2014 11:00:00 AM,056XX S WOOD ST,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,715,7,15,67,04A,,,2014,08/17/2015 03:03:40 PM,,,
9582253,HX229421,04/19/2014 11:20:00 AM,002XX S CICERO AVE,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,FALSE,FALSE,1113,11,28,25,04A,,,2014,08/17/2015 03:03:40 PM,,,
9586055,HX229077,04/19/2014 02:30:00 AM,047XX N VIRGINIA AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,1911,19,47,4,08A,,,2014,08/17/2015 03:03:40 PM,,,
9589323,HX238138,04/26/2014 11:30:00 AM,057XX S INDIANA AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,232,2,20,40,08A,,,2014,08/17/2015 03:03:40 PM,,,
9589584,HX217892,04/09/2014 02:45:00 PM,060XX N KILPATRICK AVE,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1711,17,39,12,08A,,,2014,08/17/2015 03:03:40 PM,,,
9590595,HX238846,04/26/2014 11:00:00 PM,031XX S GREEN ST,051A,ASSAULT,AGGRAVATED: HANDGUN,CHA PARKING LOT/GROUNDS,FALSE,FALSE,913,9,11,60,04A,,,2014,08/17/2015 03:03:40 PM,,,
9591678,HX239352,04/27/2014 02:15:00 PM,040XX S KEDZIE AVE,560,ASSAULT,SIMPLE,OTHER,FALSE,FALSE,921,9,14,58,08A,,,2014,08/17/2015 03:03:40 PM,,,
9597699,HX248126,05/04/2014 12:25:00 PM,069XX N SHERIDAN RD,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,FALSE,FALSE,2431,24,49,1,04A,,,2014,08/17/2015 03:03:40 PM,,,
9597722,HX244946,05/01/2014 10:15:00 PM,043XX S MICHIGAN AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,215,2,3,38,08A,,,2014,08/17/2015 03:03:40 PM,,,
9598094,HX245426,05/02/2014 11:35:00 AM,063XX S DAMEN AVE,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,726,7,15,67,08A,,,2014,08/17/2015 03:03:40 PM,,,
9607458,HX255244,05/09/2014 06:35:00 PM,047XX W OHIO ST,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,TRUE,FALSE,1111,11,28,25,04A,,,2014,08/17/2015 03:03:40 PM,,,
9607548,HX257526,05/11/2014 02:20:00 PM,022XX S CALIFORNIA AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,1033,10,12,30,04A,,,2014,08/17/2015 03:03:40 PM,,,
9608511,HX254285,05/09/2014 01:45:00 AM,014XX S HOMAN AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,FALSE,TRUE,1021,10,24,29,04A,,,2014,08/17/2015 03:03:40 PM,,,
9610762,HX260954,05/14/2014 05:45:00 AM,027XX W HARRISON ST,560,ASSAULT,SIMPLE,OTHER,FALSE,FALSE,1135,11,2,27,08A,1158248,1897253,2014,02/04/2016 06:33:39 AM,41.87380752,-87.69445629,"(41.873807522, -87.69445629)"
9611792,HX256605,05/10/2014 07:19:00 PM,048XX S WOLCOTT AVE,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,931,9,20,61,08A,,,2014,08/17/2015 03:03:40 PM,,,
9611802,HX261537,05/14/2014 03:15:00 PM,005XX N STATE ST,560,ASSAULT,SIMPLE,CTA STATION,TRUE,FALSE,1831,18,42,8,08A,1176283,1903684,2014,02/04/2016 06:33:39 AM,41.8910671,-87.62804686,"(41.8910671, -87.628046859)"
9612122,HX255267,05/09/2014 07:00:00 PM,059XX W NORTH AVE,560,ASSAULT,SIMPLE,SMALL RETAIL STORE,FALSE,FALSE,2531,25,29,25,08A,,,2014,08/17/2015 03:03:40 PM,,,
9612204,HX255800,05/09/2014 04:00:00 AM,051XX S ARTESIAN AVE,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,923,9,14,63,04A,,,2014,08/17/2015 03:03:40 PM,,,
9615177,HX259543,05/13/2014 04:25:00 AM,091XX S COTTAGE GROVE AVE,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,HOTEL/MOTEL,FALSE,TRUE,633,6,6,44,04A,,,2014,08/17/2015 03:03:40 PM,,,
9616925,HX264850,05/17/2014 02:30:00 AM,004XX W 128TH PL,560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),TRUE,TRUE,523,5,9,53,08A,,,2014,08/17/2015 03:03:40 PM,,,
9618189,HX264296,05/15/2014 05:00:00 PM,060XX W HENDERSON ST,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,1633,16,36,17,08A,,,2014,08/17/2015 03:03:40 PM,,,
9619798,HX262084,05/14/2014 10:50:00 PM,006XX E 103RD ST,051B,ASSAULT,AGGRAVATED: OTHER FIREARM,RESTAURANT,FALSE,FALSE,511,5,9,49,04A,,,2014,08/17/2015 03:03:40 PM,,,
9621054,HX257857,05/11/2014 08:30:00 PM,046XX N BROADWAY,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,1914,19,46,3,08A,,,2014,08/17/2015 03:03:40 PM,,,
9625580,HX275942,05/25/2014 01:20:00 PM,026XX S TROY ST,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,1033,10,12,30,08A,1155788,1886238,2014,02/04/2016 06:33:39 AM,41.84363104,-87.7037848,"(41.84363104, -87.703784798)"
9625825,HX275325,05/24/2014 11:30:00 PM,047XX N HARDING AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,FALSE,TRUE,1723,17,39,14,04A,,,2014,08/17/2015 03:03:40 PM,,,
9626165,HX275873,05/25/2014 12:45:00 PM,0000X W 51ST ST,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,225,2,3,40,08A,,,2014,08/17/2015 03:03:40 PM,,,
9626629,HX275297,05/23/2014 10:00:00 PM,063XX N ARTESIAN AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,FALSE,FALSE,2413,24,50,2,04A,,,2014,08/17/2015 03:03:40 PM,,,
9627707,HX273450,05/23/2014 03:04:00 PM,033XX N LAWNDALE AVE,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,STREET,FALSE,FALSE,1732,17,35,21,08A,,,2014,08/17/2015 03:03:40 PM,,,
9628426,HX272796,05/23/2014 12:45:00 AM,047XX W BELMONT AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,1731,17,30,15,04A,,,2014,08/17/2015 03:03:40 PM,,,
9629548,HX275543,05/25/2014 04:35:00 AM,099XX S AVENUE J,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,FALSE,TRUE,432,4,10,52,04A,,,2014,08/17/2015 03:03:40 PM,,,
9634102,HX284115,05/31/2014 03:00:00 PM,112XX S MICHIGAN AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,531,5,9,49,04A,,,2014,08/17/2015 03:03:40 PM,,,
9634811,HX284580,05/31/2014 09:59:00 PM,075XX S DORCHESTER AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,TRUE,411,4,5,43,04A,,,2014,08/17/2015 03:03:40 PM,,,
9635677,HX283202,05/30/2014 08:00:00 PM,011XX S LAFLIN ST,560,ASSAULT,SIMPLE,CHA APARTMENT,FALSE,FALSE,1231,12,2,28,08A,,,2014,08/17/2015 03:03:40 PM,,,
9639548,HX277810,05/26/2014 11:00:00 PM,010XX W TAYLOR ST,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,1232,12,25,28,08A,,,2014,08/17/2015 03:03:40 PM,,,
9643519,HX294378,06/07/2014 09:52:00 PM,087XX S PAXTON AVE,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,412,4,8,48,08A,1192359,1847359,2014,02/04/2016 06:33:39 AM,41.7361305,-87.5708442,"(41.736130501, -87.5708442)"
9644420,HX294357,06/07/2014 09:35:00 PM,015XX W 47TH ST,560,ASSAULT,SIMPLE,HOTEL/MOTEL,FALSE,FALSE,933,9,20,61,08A,,,2014,08/17/2015 03:03:40 PM,,,
9644617,HX295114,06/08/2014 02:00:00 PM,031XX N BROADWAY,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESTAURANT,FALSE,FALSE,1934,19,44,6,04A,,,2014,08/17/2015 03:03:40 PM,,,
9645550,HX294209,06/07/2014 07:15:00 PM,064XX W DIVERSEY AVE,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,2512,25,36,19,08A,,,2014,08/17/2015 03:03:40 PM,,,
9646226,HX293830,06/07/2014 01:30:00 PM,044XX N HAMLIN AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,1723,17,39,14,08A,,,2014,08/17/2015 03:03:40 PM,,,
9649988,HX295201,06/08/2014 03:50:00 PM,061XX S ALBANY AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,FALSE,TRUE,823,8,15,66,04A,,,2014,08/17/2015 03:03:40 PM,,,
9652219,HX293540,06/07/2014 12:01:00 AM,106XX S BENSLEY AVE,560,ASSAULT,SIMPLE,CHA APARTMENT,FALSE,TRUE,434,4,10,51,08A,,,2014,08/17/2015 03:03:40 PM,,,
9655481,HX304513,06/15/2014 01:10:00 PM,002XX S LOTUS AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,FALSE,FALSE,1522,15,29,25,04A,,,2014,08/17/2015 03:03:40 PM,,,
9656528,HX304187,06/15/2014 05:30:00 AM,006XX N DEARBORN ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,1832,18,42,8,04A,,,2014,08/17/2015 03:03:40 PM,,,
9657144,HX280283,05/28/2014 06:50:00 PM,002XX W 117TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,FALSE,TRUE,522,5,34,53,04A,,,2014,08/17/2015 03:03:40 PM,,,
9664128,HX313140,06/21/2014 03:50:00 PM,041XX W GLADYS AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,1132,11,28,26,08A,,,2014,08/17/2015 03:03:40 PM,,,
9664335,HX309328,06/18/2014 06:00:00 PM,097XX S WINSTON AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,2213,22,21,73,08A,,,2014,08/17/2015 03:03:40 PM,,,
9670409,HX320315,06/26/2014 07:30:00 PM,014XX E 98TH PL,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,511,5,8,50,08A,1187473,1839935,2014,02/04/2016 06:33:39 AM,41.71587564,-87.5889797,"(41.715875639, -87.588979699)"
9670481,HX320444,06/25/2014 12:20:00 PM,019XX W 51ST ST,560,ASSAULT,SIMPLE,SIDEWALK,TRUE,FALSE,932,9,16,61,08A,1164092,1870853,2014,02/04/2016 06:33:39 AM,41.80124181,-87.67374426,"(41.801241813, -87.673744256)"
9673906,HX322876,06/28/2014 06:30:00 PM,056XX S DR MARTIN LUTHER KING JR DR,560,ASSAULT,SIMPLE,APARTMENT,TRUE,FALSE,231,2,20,40,08A,,,2014,08/17/2015 03:03:40 PM,,,
9674901,HX323703,06/29/2014 12:10:00 PM,106XX S GREEN BAY AVE,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,432,4,10,52,08A,,,2014,08/17/2015 03:03:40 PM,,,
9675471,HX324018,06/29/2014 08:00:00 AM,077XX S YATES BLVD,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,421,4,7,43,04A,,,2014,08/17/2015 03:03:40 PM,,,
9678306,HX328019,07/01/2014 11:30:00 AM,024XX E 71ST ST,560,ASSAULT,SIMPLE,NURSING HOME/RETIREMENT HOME,FALSE,TRUE,334,3,7,43,08A,,,2014,08/17/2015 03:03:40 PM,,,
9678978,HX326685,07/01/2014 01:15:00 PM,069XX N PAULINA ST,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,2431,24,49,1,08A,1163929,1946261,2014,02/04/2016 06:33:39 AM,42.00817019,-87.67221067,"(42.008170192, -87.672210672)"
9683181,HX330432,07/03/2014 10:30:00 PM,100XX S NORMAL AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,FALSE,FALSE,2232,22,9,73,04A,,,2014,08/17/2015 03:03:40 PM,,,
9684006,HX333377,07/06/2014 10:39:00 AM,073XX S SOUTH SHORE DR,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,334,3,7,43,08A,,,2014,08/17/2015 03:03:40 PM,,,
9693245,HX342518,07/12/2014 05:50:00 PM,006XX E 51ST ST,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,223,2,4,38,04A,,,2014,08/17/2015 03:03:40 PM,,,
9693273,HX343352,07/13/2014 12:00:00 PM,109XX S VINCENNES AVE,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,2212,22,19,75,08A,,,2014,08/17/2015 03:03:40 PM,,,
9693645,HX342905,07/13/2014 12:30:00 AM,002XX W NORTH AVE,560,ASSAULT,SIMPLE,ATHLETIC CLUB,FALSE,FALSE,1814,18,43,7,08A,,,2014,08/17/2015 03:03:40 PM,,,
9693692,HX343397,07/13/2014 12:20:00 PM,018XX N SPRINGFIELD AVE,560,ASSAULT,SIMPLE,APARTMENT,TRUE,FALSE,2535,25,30,20,08A,,,2014,08/17/2015 03:03:40 PM,,,
9693801,HX343065,07/13/2014 04:46:00 AM,032XX N BROADWAY,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,DRUG STORE,FALSE,FALSE,1925,19,44,6,04A,,,2014,08/17/2015 03:03:40 PM,,,
9694559,HX303624,06/14/2014 07:30:00 PM,020XX W 115TH ST,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,2212,22,19,75,08A,,,2014,08/17/2015 03:03:40 PM,,,
9695164,HX345641,07/15/2014 07:00:00 AM,047XX W LAKE ST,560,ASSAULT,SIMPLE,OTHER,FALSE,FALSE,1113,11,28,25,08A,1144619,1901792,2014,02/04/2016 06:33:39 AM,41.88653055,-87.74438154,"(41.886530554, -87.74438154)"
9698121,HX348233,07/16/2014 11:45:00 PM,042XX W 55TH ST,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,TRUE,813,8,13,62,08A,1148818,1867790,2014,02/04/2016 06:33:39 AM,41.79314445,-87.72983895,"(41.793144448, -87.729838952)"
9699270,HX342677,07/12/2014 09:17:00 PM,044XX W MONROE ST,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,1113,11,28,26,08A,,,2014,08/17/2015 03:03:40 PM,,,
9699804,HX349447,07/15/2014 01:00:00 AM,073XX S DANTE AVE,560,ASSAULT,SIMPLE,STREET,FALSE,TRUE,324,3,5,43,08A,1187139,1856714,2014,02/04/2016 06:33:39 AM,41.76192685,-87.58967193,"(41.761926845, -87.589671928)"
9699840,HX343000,07/13/2014 02:30:00 AM,080XX S PAXTON AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,FALSE,TRUE,414,4,8,46,04A,,,2014,08/17/2015 03:03:40 PM,,,
9700057,HX332234,07/05/2014 12:30:00 AM,0000X N MAYFIELD AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,FALSE,TRUE,1513,15,29,25,04A,,,2014,08/17/2015 03:03:40 PM,,,
9700997,HX344064,07/13/2014 10:44:00 PM,037XX N FRANCISCO AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,1733,17,33,16,08A,,,2014,08/17/2015 03:03:40 PM,,,
9702553,HX351608,07/15/2014 11:00:00 AM,081XX S ASHLAND AVE,560,ASSAULT,SIMPLE,RESTAURANT,FALSE,FALSE,614,6,21,71,08A,,,2014,08/17/2015 03:03:40 PM,,,
9702605,HX353012,07/19/2014 03:00:00 AM,005XX W EUGENIE ST,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,1813,18,43,7,08A,,,2014,08/17/2015 03:03:40 PM,,,
9703733,HX352648,07/20/2014 10:10:00 AM,106XX S OGLESBY AVE,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,434,4,10,51,04A,,,2014,08/17/2015 03:03:40 PM,,,
9707416,HX349267,07/17/2014 05:00:00 PM,035XX W DOUGLAS BLVD,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,1021,10,24,29,08A,,,2014,08/17/2015 03:03:40 PM,,,
9712086,HX354203,07/21/2014 01:17:00 PM,117XX S STATE ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,522,5,34,53,04A,,,2014,08/17/2015 03:03:40 PM,,,
9712720,HX359990,07/25/2014 09:00:00 AM,005XX E 134TH ST,560,ASSAULT,SIMPLE,CHA APARTMENT,FALSE,TRUE,533,5,9,54,08A,,,2014,08/17/2015 03:03:40 PM,,,
9712737,HX360097,07/25/2014 04:30:00 PM,052XX S RACINE AVE,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,934,9,16,61,08A,,,2014,08/17/2015 03:03:40 PM,,,
9712780,HX361551,07/26/2014 03:00:00 PM,020XX S MICHIGAN AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,132,1,2,33,08A,,,2014,08/17/2015 03:03:40 PM,,,
9718124,HX360798,07/26/2014 03:00:00 AM,013XX W 79TH ST,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,FALSE,TRUE,612,6,17,71,04A,,,2014,08/17/2015 03:03:40 PM,,,
9719036,HX367481,07/31/2014 12:22:00 AM,114XX S HARVARD AVE,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,522,5,34,49,08A,1176002,1829076,2014,02/04/2016 06:33:39 AM,41.68634143,-87.63131608,"(41.686341429, -87.63131608)"
9722680,HX369725,07/31/2014 08:30:00 PM,041XX N MARMORA AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,1624,16,38,15,04A,,,2014,08/17/2015 03:03:40 PM,,,
9723627,HX370869,08/02/2014 12:30:00 PM,026XX W CRYSTAL ST,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,TRUE,1423,14,26,24,08A,,,2014,08/17/2015 03:03:40 PM,,,
9723854,HX366871,07/30/2014 03:00:00 PM,095XX S LOWE AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,FALSE,TRUE,2223,22,21,73,04A,,,2014,08/17/2015 03:03:40 PM,,,
9731807,HX365759,07/29/2014 06:00:00 PM,011XX E 81ST ST,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,411,4,8,45,08A,,,2014,08/17/2015 03:03:40 PM,,,
9732531,HX376459,08/06/2014 01:42:00 PM,012XX W 115TH ST,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,PARKING LOT/GARAGE(NON.RESID.),FALSE,TRUE,524,5,34,53,04A,,,2014,08/17/2015 03:03:40 PM,,,
9733252,HX381529,08/10/2014 05:10:00 AM,007XX N LOCKWOOD AVE,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1524,15,37,25,08A,,,2014,08/17/2015 03:03:40 PM,,,
9733501,HX381963,08/10/2014 01:20:00 PM,033XX W CULLOM AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1724,17,33,16,04A,,,2014,08/17/2015 03:03:40 PM,,,
9734567,HX372732,08/03/2014 06:40:00 PM,069XX S HALSTED ST,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,PARKING LOT/GARAGE(NON.RESID.),FALSE,TRUE,733,7,6,68,04A,,,2014,08/17/2015 03:03:40 PM,,,
9735745,HX378765,08/08/2014 08:40:00 AM,016XX N CALIFORNIA AVE,552,ASSAULT,AGGRAVATED PO:KNIFE/CUT INSTR,STREET,TRUE,FALSE,1421,14,1,24,04A,,,2014,08/17/2015 03:03:40 PM,,,
9735768,HX381389,08/10/2014 12:30:00 AM,011XX N KEDVALE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,1111,11,37,23,04A,,,2014,08/17/2015 03:03:40 PM,,,
9742252,HX390091,08/16/2014 12:00:00 PM,010XX E 93RD ST,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,413,4,8,47,08A,,,2014,08/17/2015 03:03:40 PM,,,
9742636,HX390896,08/17/2014 05:18:00 AM,022XX W WASHINGTON BLVD,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1223,12,2,28,04A,,,2014,08/17/2015 03:03:40 PM,,,
9742633,HX390287,08/16/2014 01:00:00 PM,120XX S HALSTED ST,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,ALLEY,FALSE,FALSE,523,5,34,53,04A,,,2014,08/17/2015 03:03:40 PM,,,
9744038,HX384886,08/12/2014 06:00:00 PM,017XX W 80TH ST,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,611,6,21,71,08A,,,2014,08/17/2015 03:03:40 PM,,,
